130	h5nc	5C						
-	6	36	0	0	857	322	1	0
-	6	36	0	6	102	133	3	0
-	6	36	1	0	744	42	15148	0
-	6	36	2	4	32	245	7946	0
-	6	36	2	5	347	58	17015	0
#		Mission_37						
-	6	37	0	8	853	230	1	0
-	6	37	0	0	604	181	2	0
-	6	37	0	8	238	296	2	0
-	6	37	0	3	529	227	3	0
-	6	37	0	5	650	523	3	0
-	6	37	1	3	669	52	19850	0
-	6	37	1	9	9	302	12798	0
-	6	37	2	4	917	320	-8276	0
-	6	37	2	1	657	17	21704	0
-	6	37	2	6	306	4	18363	0
#		Mission_38						
-	6	38	0	4	154	260	2	0
-	6	38	0	5	133	296	1	0
-	6	38	0	7	717	395	3	0
-	6	38	0	7	641	222	2	0
-	6	38	1	8	573	29	13772	0
-	6	38	1	2	641	28	13648	0
-	6	38	2	9	362	31	17687	0
-	6	38	2	6	940	212	-7023	0
#		Mission_39						
-	6	39	0	1	585	136	1	0
-	6	39	0	5	469	173	2	0
-	6	39	0	9	593	523	3	0
-	6	39	0	4	422	507	2	0
-	6	39	1	0	239	37	14232	0
-	6	39	1	7	345	17	18419	0
-	6	39	2	3	56	226	9657	0
-	6	39	2	7	930	310	-10100	0
-	6	39	3	6	655	35	14894	0
-	6	39	3	0	916	269	-11998	0
-	6	39	4	3	17	319	7394	0
-	6	39	4	8	916	204	-9674	0
#		Mission_40						
-	6	40	0	5	446	105	1	0
-	6	40	0	8	170	390	2	0
-	6	40	0	5	245	529	3	0
-	6	40	0	5	619	243	3	0
-	6	40	0	7	822	190	1	0
-	6	40	1	6	693	21	17326	0
-	6	40	1	2	938	298	-11657	0
#		Mission_41						
-	6	41	0	0	393	317	2	0
-	6	41	0	9	711	293	1	0
-	6	41	0	4	826	493	1	0
-	6	41	1	4	252	45	16649	0
-	6	41	1	1	901	253	-7964	0
-	6	41	2	7	21	259	7876	0
-	6	41	3	7	923	276	-4702	0
-	6	41	3	0	926	218	-6804	0
#		Mission_42						
-	6	42	0	7	161	124	2	0
-	6	42	0	9	115	471	1	0
-	6	42	0	5	426	119	2	0
-	6	42	0	4	104	430	1	0
-	6	42	1	5	533	17	22210	0
-	6	42	1	5	922	336	-10411	0
#		Mission_43						
-	6	43	0	0	777	367	3	0
-	6	43	0	9	521	378	1	0
-	6	43	0	3	355	474	1	0
-	6	43	0	4	572	169	1	0
-	6	43	0	3	498	249	1	0
-	6	43	1	0	8	200	7961	0
-	6	43	1	4	51	242	9135	0
-	6	43	1	1	907	319	-6690	0
-	6	43	2	8	39	331	11268	0
-	6	43	2	9	526	6	17973	0
#		Mission_44						
-	6	44	0	6	391	348	1	0
-	6	44	0	6	682	445	1	0
-	6	44	0	9	423	369	2	0
-	6	44	0	6	339	144	3	0
-	6	44	0	6	405	471	2	0
-	6	44	1	5	524	30	15571	0
-	6	44	1	3	920	275	-6685	0
-	6	44	2	1	952	275	-13032	0
-	6	44	2	7	949	220	-6793	0
#		Mission_45						
-	6	45	0	2	752	517	1	0
-	6	45	0	7	206	420	2	0
-	6	45	0	9	815	450	2	0
-	6	45	1	4	916	322	-13139	0
#		Mission_46						
-	6	46	0	9	157	480	3	0
-	6	46	0	6	219	315	2	0
-	6	46	0	2	298	294	2	0
-	6	46	0	1	189	382	3	0
-	6	46	1	9	393	50	21226	0
-	6	46	1	5	951	209	-4809	0
-	6	46	1	4	47	247	8505	0
-	6	46	2	1	50	211	13426	0
-	6	46	2	7	913	315	-9504	0
-	6	46	2	7	28	267	11986	0
#		Mission_47						
-	6	47	0	0	116	392	1	0
-	6	47	0	7	752	141	1	0
-	6	47	0	8	760	184	1	0
-	6	47	0	2	820	200	3	0
-	6	47	0	4	456	218	2	0
-	6	47	1	8	915	333	-10465	0
-	6	47	1	3	204	60	15334	0
-	6	47	1	1	902	302	-11127	0
-	6	47	2	7	428	55	13697	0
-	6	47	2	7	921	250	-11808	0
-	6	47	2	7	577	58	13528	0
#		Mission_48						
-	6	48	0	8	859	208	2	0
-	6	48	0	9	240	361	2	0
-	6	48	1	5	641	27	17629	0
-	6	48	1	0	734	31	16983	0
-	6	48	1	3	205	56	18177	0
-	6	48	2	6	468	55	15569	0
#		World_07						
#		Mission_00						
-	7	0	0	9	115	160	3	0
-	7	0	0	9	534	209	3	0
-	7	0	0	8	793	437	1	0
-	7	0	0	7	761	182	1	0
-	7	0	1	3	691	21	15731	0
-	7	0	1	5	747	43	19376	0
-	7	0	2	2	504	20	18831	0
#		Mission_01						
-	7	1	0	0	609	156	3	0
-	7	1	0	5	508	445	3	0
-	7	1	1	9	36	315	11506	0
-	7	1	1	8	904	298	-9859	0
-	7	1	1	3	518	56	20093	0
#		Mission_02						
-	7	2	0	9	417	427	3	0
-	7	2	0	4	246	212	3	0
-	7	2	0	4	147	247	2	0
-	7	2	0	3	604	370	3	0
-	7	2	1	5	27	283	8022	0
-	7	2	2	3	4	263	11517	0
-	7	2	2	1	428	24	22181	0
-	7	2	2	5	496	51	18769	0
#		Mission_03						
-	7	3	0	8	827	533	3	0
-	7	3	0	7	523	279	2	0
-	7	3	0	1	596	502	1	0
-	7	3	1	1	46	309	6682	0
-	7	3	1	9	595	11	16717	0
-	7	3	1	9	909	239	-7862	0
-	7	3	2	9	687	27	16874	0
#		Mission_04						
-	7	4	0	3	311	249	2	0
-	7	4	0	3	431	295	3	0
-	7	4	0	4	628	256	2	0
-	7	4	0	6	175	188	2	0
-	7	4	1	5	473	31	15670	0
-	7	4	1	6	359	10	16510	0
-	7	4	1	5	585	27	19224	0
-	7	4	2	9	647	47	21966	0
-	7	4	2	3	58	303	10023	0
#		Mission_05						
-	7	5	0	3	741	271	2	0
-	7	5	0	6	375	470	1	0
-	7	5	1	3	921	226	-5603	0
-	7	5	1	8	4	284	8479	0
-	7	5	1	6	754	45	18259	0
#		Mission_06						
-	7	6	0	3	521	384	2	0
-	7	6	0	1	167	337	3	0
-	7	6	0	3	539	386	1	0
-	7	6	1	7	746	4	15515	0
-	7	6	1	7	50	329	5439	0
-	7	6	2	1	920	223	-8060	0
-	7	6	2	0	469	58	14793	0
#		Mission_07						
-	7	7	0	6	552	240	3	0
-	7	7	0	5	854	298	3	0
-	7	7	1	8	236	53	13879	0
-	7	7	1	4	52	306	9355	0
-	7	7	1	0	476	22	17073	0
-	7	7	2	9	477	17	19691	0
